Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.5279590829145144127316961048,0.527959082914514,0.518462539093969,0.527959082914514,0.518462539093969,0,0,0,0,5.78731580761074,82.16343653342961131764984245,82.16343653342961131764984245,731965.7
0.02,0,0.4610174497096782569709802871,0.461017449709678,0.451520905889132,0.461017449709678,0.451520905889132,0,0,0,0,5.78731580761074,82.16343653342961131764984245,82.16343653342961131764984245,1463931
0.03,0,0.4273976261126185935913852675,0.427397626112619,0.417901082292073,0.427397626112619,0.417901082292073,0,0,0,0,5.78731580761074,82.16343653342961131764984245,82.16343653342961131764984245,2195897
0.04,0,0.4056505592399797819894557051,0.40565055923998,0.396154015419434,0.40565055923998,0.396154015419434,0,0,0,0,5.78731580761074,82.16343653342961131764984245,82.16343653342961131764984245,2927863
0.05,0,0.3898679475635069600474001009,0.389867947563507,0.380371403742961,0.389867947563507,0.380371403742961,0,0,0,0,5.78731580761074,82.16343653342961131764984245,82.16343653342961131764984245,3659829
0.06,0,0.3776249357965348903809295192,0.377624935796535,0.368128391975989,0.377624935796535,0.368128391975989,0,0,0,0,5.78731580761074,82.16343653342961131764984245,82.16343653342961131764984245,4391794
0.07,0,0.3677042873118403122010193653,0.36770428731184,0.358207743491294,0.36770428731184,0.358207743491294,0,0,0,0,5.78731580761074,82.16343653342961131764984245,82.16343653342961131764984245,5123760
0.08,0,0.3594139857427103085970970539,0.35941398574271,0.349917441922164,0.35941398574271,0.349917441922164,0,0,0,0,5.78731580761074,82.16343653342961131764984245,82.16343653342961131764984245,5855726
0.09,0,0.3523253220355717282792370328,0.352325322035572,0.342828778215026,0.352325322035572,0.342828778215026,0,0,0,0,5.78731580761074,82.16343653342961131764984245,82.16343653342961131764984245,6587692
0.10,0,0.3461556302218956025405976228,0.346155630221896,0.33665908640135,0.346155630221896,0.33665908640135,0,0,0,0,5.78731580761074,82.16343653342961131764984245,82.16343653342961131764984245,7319658
